storecode,storename,cityName,districtName,address,starttime,endtime,lat,lng
,肯德基(建华店),北京,东城区,王府井大街192号(王府井地铁站E3东北口步行50米),,,39.911225,116.411471
,肯德基(珠市口大街店),北京,东城区,珠市口东大街19号一层(珠市口地铁站C东南口步行200米),,,39.892181,116.400727
,肯德基(宽街店),北京,东城区,张自忠路10号华人大厦西侧首层,,,39.933127,116.410154
,肯德基(搜秀店),北京,东城区,崇文门外大街40号搜秀城F1,,,39.897034,116.419437
,肯德基(磁器口店),北京,东城区,崇文门外大街11号新成文化大厦南侧F1+F2,,,39.893863,116.41835
,肯德基(北京南站十店),北京,丰台区,北京南站高架层B岛北二层,,,39.866118,116.378528
,肯德基(京广桥店),北京,朝阳区,呼家楼京广中心首层(呼家楼地铁站D西南口步行100米),,,39.921249,116.461107
,肯德基(地安门店),北京,西城区,地安门外大街178号(什刹海地铁站C东南口步行410米),,,39.93386,116.396428
,肯德基(百环店),北京,朝阳区,广渠路南侧44号北人泽洋大厦1、2层,,,39.888933,116.461998
,肯德基(日坛路店),北京,朝阳区,雅宝路1号国雅大厦一层1001及地下一层B1-001,,,39.91591,116.440353
,肯德基(崇文门店),北京,东城区,崇文门外大街3-5号新世界百货崇文店综合馆F1层,,,39.899014,116.417912
,肯德基(万惠店),北京,朝阳区,金台里甲15号,,,39.91699,116.477699
,肯德基(东单店),北京,东城区,东单北大街63号(东单地铁站F东北口步行390米),,,39.912068,116.417727
,肯德基(羊坊店),北京,海淀区,复兴路12号恩菲科技大厦(军事博物馆地铁站G东南口旁),,,39.906093,116.32161
,肯德基(新大钟寺店),北京,海淀区,四道口北街36号1层(大钟寺地铁站B西南口步行250米),,,39.965149,116.342603
,肯德基(京开西路DT店),北京,丰台区,纪家庙8号21号楼(天丰大厦)一层,,,39.847153,116.33382
,肯德基(牡丹园店),北京,海淀区,北土城西路151号翠微百货(牡丹园店)1F层,,,39.977172,116.366451
,肯德基(朝阳门店),北京,朝阳区,朝阳门外大街19号华普大厦(一层东侧),,,39.924645,116.439231
,肯德基(前门店),北京,西城区,前门西大街正阳市场1号楼中部,,,39.899662,116.395034
,肯德基(双龙店),北京,朝阳区,双龙南里204号,,,39.87101,116.477828
,肯德基(甘家口店),北京,西城区,百万庄大街41号华德商都写字楼北侧1-2层,,,39.928724,116.334597
,肯德基(建国路店),北京,朝阳区,建国路甲92号世贸大厦1层105号,,,39.908076,116.472069
,肯德基(方庄店)(暂停营业),北京,丰台区,蒲方路26号(蒲黄榆地铁站G东南口步行330米),,,39.865528,116.428068
,肯德基(白广路店),北京,西城区,广安门内白广路北口综合服务楼2楼首层(菜百店),,,39.889033,116.357986
,肯德基(北新桥店),北京,东城区,东直门内大街277号(北新桥地铁站B东北口步行70米),,,39.941532,116.416928
,肯德基(东大桥店),北京,朝阳区,朝外大街东大桥路1号楼(东大桥地铁站A西北口步行230米),,,39.923381,116.449076
,肯德基(十里河店),北京,朝阳区,东三环瑞安大厦F1+F2(十里河地铁站A东北口步行100米),,,39.86655,116.460075
,肯德基(西环嘉茂店),北京,西城区,西直门外大街1号西区商业凯德MALL西直门B1层4647B48地下一层,,,39.94208,116.353444
,肯德基(光彩路店),北京,丰台区,光彩路慧时欣园10号楼一层,,,39.847004,116.414229
,肯德基(京源店),北京,朝阳区,左家庄新源街24号,,,39.951371,116.455977
,肯德基(六里桥首开店),北京,丰台区,西站南路1号,,,39.888149,116.320649
,肯德基(木樨园店),北京,东城区,永定门外大街101号百荣世贸商城南侧,,,39.859231,116.398356
,肯德基(金融街店),北京,西城区,金融街中心广场,,,39.917041,116.36216
,肯德基(世贸天阶店),北京,朝阳区,光华路9号2号楼地下一层-01商业内B102号,,,39.916923,116.451145
,肯德基(西站南广场二号店),北京,丰台区,太平桥街道广莲路11号,,,39.892984,116.322127
,肯德基(广华新城店),北京,朝阳区,广泰东路1号院广华里B栋L1层L106,,,39.891171,116.49487
,肯德基(三里河店),北京,西城区,月坛南街乙71号,,,39.914171,116.33992
,肯德基(新发地店),北京,丰台区,丰台南路阳光大厦1层(工行西侧),,,39.823335,116.336826
,肯德基(奥体北路店),北京,朝阳区,安定路5号院20号楼地下一层(B1-12)号,,,39.978989,116.398972
,肯德基(白石桥店),北京,海淀区,中关村南大街甲58号家乐福超市1层西侧,,,39.939083,116.329562
,肯德基(马家堡店),北京,丰台区,时代风帆大厦东南门旁(角门西地铁站A1西北口旁),,,39.846343,116.370541
,肯德基(北京南站六店),北京,丰台区,北京南站二层旅客出发层西南角23B检票口旁,,,39.866118,116.378528
,肯德基(永安里东街店),北京,朝阳区,建国门外大街8号国际财源中心地下一层B112号,,,39.907812,116.452984
,肯德基(广安门荣丰店),北京,西城区,广安门外大街305号八区,,,39.893292,116.335681
,肯德基(西坝河店),北京,朝阳区,西坝河西里23号一层部分(光熙门地铁站B东口步行490米),,,39.968927,116.436082
,肯德基(阜成路店),北京,海淀区,阜成路23号一层,,,39.924661,116.316414
,肯德基(宵云路店),北京,朝阳区,霄云路27号中国庆安大厦首层西侧,,,39.95916,116.464685
,肯德基(新华侨城店),北京,朝阳区,金蝉欢乐园2号院甲1号楼一层W-F1-01,,,39.86648,116.500664
,肯德基(复兴门店),北京,西城区,复兴门外大街8号楼裙楼2层,,,39.906884,116.348085
,肯德基(安定门店),北京,东城区,安定门外大街西河沿13号楼,,,39.951219,116.407756
,肯德基(长安商场店),北京,西城区,复兴门外大街15号长安商场1F层,,,39.907954,116.345978
,肯德基(西罗园店),北京,丰台区,西罗园四社区西门南50米,,,39.861547,116.387189
,肯德基(蓝桥店),北京,朝阳区,蓝桥餐厅工体北路11-1号(工人体育场地铁站D口旁),,,39.9341,116.451445
,肯德基(大羊坊路KFC),北京,朝阳区,十八里店乡大羊坊路段西侧37号1F-005号,,,39.855819,116.476384
,肯德基(北京南站十三店),北京,丰台区,北京南站换乘层东侧BJN-HD19,,,39.865825,116.378678
,肯德基(靛厂路店),北京,丰台区,蓝靛厂路千禧商业街2号楼一、二层,,,39.88992,116.28383
,肯德基(华熙LIVE·五棵松店),北京,海淀区,复兴路69号五棵松冰上运动中心,,,39.909278,116.281933
,肯德基(花园路店),北京,海淀区,花园北路44号贯通大厦一层,,,39.981425,116.360025
,肯德基(北京南站8店),北京,丰台区,永外大街12号北京南站2层15-16检票口,,,39.864546,116.379126
,肯德基(成寿寺店),北京,丰台区,成寿寺路甲2号新业广场1层A112、2层A206,,,39.857532,116.447594
,肯德基(建筑大厦店),北京,海淀区,翠微路甲10号,,,39.913261,116.302709
,肯德基(和平新城店),北京,东城区,民旺园30号楼1层104房间,,,39.95212,116.425666
,肯德基(劲松店),北京,朝阳区,劲松4区401楼(劲松地铁站A西北口步行460米),,,39.883899,116.455985
,肯德基(花园北路店),北京,海淀区,学院路甲38号长城电脑大厦一层,,,39.981925,116.354325
,肯德基(建外店),北京,朝阳区,东三环中路39号院24号楼1至2层0103C号,,,39.905886,116.460818
,肯德基(南三环东路店),北京,丰台区,南三环东路29号E座2号(刘家窑地铁站B东北口步行90米),,,39.85835,116.424057
,肯德基(德贤路店),北京,大兴区,德贤路与久敬庄路交汇口北京大兴王府井奥莱UP TOWN1F层1063,,,39.818524,116.421577
,肯德基(北京南站九店),北京,丰台区,北京南站高架层东南角(北京南站地铁站A北出口旁),,,39.865825,116.378678
,肯德基(世都百货店),北京,东城区,王府井大街99号世纪大厦首层地下一层,,,39.918716,116.410502
,肯德基(黄寺大街店),北京,朝阳区,黄寺大街15号北京城乡黄寺商厦,,,39.963223,116.389345
,肯德基(国展店),北京,朝阳区,静安西街10号国展宾馆一层,,,39.960665,116.444967
,肯德基(丽泽路店),北京,丰台区,幸福汇B1层132店铺(东管头地铁站C口步行100米),,,39.867197,116.321943
,肯德基(枫蓝国际店),北京,海淀区,西直门北大街32号枫蓝国际购物中心B座一层,,,39.952599,116.35674
,肯德基(北工大路店),北京,朝阳区,燕莎奥特莱斯C座南侧,,,39.876927,116.486205
,肯德基(新大郊亭桥店),北京,朝阳区,东四环中路189号芳园里IDMALL购物中心地下一层,,,39.89021,116.488025
,肯德基(五道口店),北京,海淀区,成府路35号东源大厦西侧一层,,,39.993123,116.336442
,肯德基(广渠门内店),北京,东城区,广渠门内大街29号11幢一层019号,,,39.893989,116.434435
,肯德基(北京南站店),北京,丰台区,北京南站候车大厅B岛(北京南站地铁站A北出口旁),,,39.865789,116.378636
,肯德基(化工路店),北京,朝阳区,王四营乡化工路58号南侧一层,,,39.863833,116.51462
,肯德基(北京站SELECT店),北京,丰台区,车站幸福路12号北京南站2层(北京南站地铁站D西入口旁),,,39.864853,116.378589
,肯德基(南站4店),北京,丰台区,永外大街车站路12号北京南站B1层,,,39.864962,116.379948
,肯德基(前门东大街店),北京,东城区,前门东大街甲2号一层至地下一层(前门地铁站E2北口旁),,,39.899593,116.400111
,肯德基(和平西街店),北京,朝阳区,和平西街21号天丰利市场首层北侧F1,,,39.962949,116.417789
,肯德基(西铁营万达店),北京,丰台区,西铁营中路1号万达广场F3层3011-3012,,,39.860893,116.356291
,肯德基(西站南广场二号店),北京,丰台区,北京西客站南站房东附楼1层105号铺位104铺位和2层204,,,39.893609,116.3228
,肯德基(安河桥北店),北京,海淀区,龙背村路99号院1号楼BHG Mall北京华联龙背村购物中心1层(近百旺商务会馆),,,40.015574,116.271044
,肯德基(北京南站6店),北京,丰台区,永外大街12号北京南站2层,,,39.863815,116.379743
,肯德基(北京站精选5店),北京,东城区,北京站内二层北京站第四候车室门口外侧区域,,,39.903903,116.428006
,肯德基(北京站广场三店),北京,东城区,毛家湾胡同甲13号北京站进站口北侧一层底商,,,39.903999,116.426524
,肯德基(临泓路店),北京,丰台区,临泓路16号院1号楼115-116,,,39.844848,116.392427
,肯德基(南站十三店),北京,丰台区,北京南站换乘层东侧BJN-HD19,,,39.865825,116.378678
,肯德基(健翔大厦店),北京,朝阳区,祁家豁子8号1层首层商业2号3号4号商铺,,,39.980511,116.381092
,肯德基(广安商城店),北京,西城区,广安门外大街182号1层,,,39.889421,116.336975
,肯德基(JKFUN商城店),北京,西城区,西直门外大街116号JKFUN商城B1层,,,39.937665,116.343048
,肯德基(科荟路店),北京,朝阳区,林萃路林萃西里16号楼华创生活广场1F层,,,40.010042,116.371825
,肯德基(远大路店),北京,海淀区,远大路1号世纪金源购物中心通道1层北侧,,,39.959092,116.288596
,肯德基(和义店),北京,丰台区,南苑北里2区6号楼瑞荣大厦南侧,,,39.807777,116.401566
,肯德基(双榆树店),北京,海淀区,科学院南路44号,,,39.967648,116.325349
,肯德基(天辰东路店),北京,朝阳区,天辰东路8-10-12号,,,40.000275,116.393675
,肯德基(紫竹桥店),北京,海淀区,北洼路4号,,,39.944123,116.306374
,肯德基(甘露园店),北京,朝阳区,甘露园南里25号尚街购物中心1层,,,39.91695,116.517048
,肯德基(西苑店),北京,海淀区,颐和园路202号西苑龙湖星悦荟商业办公楼B座一层,,,39.997915,116.290796
,肯德基(西局华联店),北京,丰台区,丰台北路17号院1号丽泽天地B1-22(西局地铁站出入口旁),,,39.867486,116.304348
,肯德基(慈云寺店),北京,朝阳区,八里庄西里99号楼-1层106-107号,,,39.915181,116.495453
,肯德基(草桥上品店),北京,丰台区,草桥东路北端西侧一层1001,,,39.851127,116.358289
,肯德基(大屯路店),北京,朝阳区,3B号北辰东路与大屯路交叉口西侧地下B1夹层B1层B01M-03A&B01-03B号,,,40.003036,116.398539
,肯德基(西什库店),北京,西城区,西什库大街33号,,,39.925319,116.379947
,肯德基(宣外大街店),北京,西城区,宣武门外大街32号(沃尔玛1层),,,39.893274,116.375049
,肯德基(信然庭店),北京,西城区,太平街甲6号1层112-05,,,39.881275,116.387728
,肯德基(育慧里店),北京,朝阳区,小营东路3号凯基伦大厦一层东侧,,,39.99394,116.426712
,肯德基(知春路店),北京,海淀区,知春路29号F1-F2(知春路地铁站F东北口步行110米),,,39.976752,116.343821
,肯德基(槐房万达店),北京,丰台区,槐房南路6号院万达广场1层1050号2层2053号,,,39.813239,116.368908
,肯德基(酒仙桥二店),北京,朝阳区,酒仙桥路39号京客隆购物广场地下一层,,,39.961996,116.495384
,肯德基(丰管路店),北京,丰台区,丰管路16号11号楼首层十二号,,,39.857696,116.308796
,肯德基(酒仙桥中路店),北京,朝阳区,将台乡酒仙桥路12号 新辰里酒仙桥店西侧一层,,,39.976136,116.490332
,肯德基(东四南大街店),北京,东城区,东四南大街1号一层东北侧商铺及二层商铺,,,39.924071,116.41733
,肯德基(石佛营二店),北京,朝阳区,石佛营路16号院1号楼1层101内-A001,,,39.928411,116.502188
,肯德基(赛尔奥莱店),北京,丰台区,南四环西路76号花乡奥莱村11号楼1层11101、11102铺位及2层11201-B铺位,,,39.827331,116.322189
,肯德基(五棵松桥店),北京,海淀区,复兴路32号院一区(五棵松地铁站D2西南口步行60米),,,39.906777,116.273442
,肯德基(北京南站十二店),北京,丰台区,北京南站东侧,,,39.865719,116.378798
,肯德基(望京西路店),北京,朝阳区,望京西路41号望京信万广场一层,,,39.994582,116.457027
,肯德基(亚运村店),北京,朝阳区,慧忠路辅路7号靠近安慧里二区,,,39.99478,116.408963
,肯德基(苏州桥店),北京,海淀区,万泉河路68号紫金大厦一层北侧,,,39.966722,116.307923
,肯德基(学清路店),北京,海淀区,学清路38-8金码大厦1层(六道口地铁站B东北口步行60米),,,40.00192,116.353269
,肯德基(永定路店),北京,海淀区,永定路88号长银大厦一层,,,39.905456,116.265002
,肯德基(西绒线KFC餐厅),北京,西城区,北新华街29号昌盛大厦一层1021,,,39.904113,116.38322
,肯德基(中山大街店),北京,通州区,新华大街222号船洋国际F1层,,,39.907535,116.656998
,肯德基(彰化路店),北京,海淀区,彰化路9号北旺中兴L1层,,,39.942796,116.288457
,肯德基(总部基地DT店),北京,丰台区,南四环西路188号1区17-B,,,39.826354,116.286476
,肯德基(朝阳北路店),北京,朝阳区,朝阳北路中领商务楼(黄渠地铁站D西南口步行160米),,,39.923194,116.575325
,肯德基(常营店),北京,朝阳区,朝阳北路常营丽景园1号配套商业6号楼1层115-116号,,,39.924274,116.612721
,肯德基(上地佳园店),北京,海淀区,上地佳园43号楼1层43号(上地地铁站A西南口步行200米),,,40.032411,116.319523
,肯德基(信息路店),北京,海淀区,信息路25号,,,40.028084,116.311735
,肯德基(开拓路店),北京,海淀区,上地西路28号弘源新时代2号楼1层A101号,,,40.039088,116.306586
,肯德基(成府路KFC),北京,海淀区,成府路13号,,,39.993525,116.352419
,肯德基(人民大学店),北京,海淀区,苏州街74号中国人民大学明德商学院负一层,,,39.971149,116.307367
,肯德基(天通西苑店),北京,昌平区,立汤路186号龙德广场一层,,,40.060301,116.414834
,肯德基(南苑店),北京,丰台区,南大红门路15号南部现梅源市场1层北侧,,,39.797678,116.418672
,肯德基(苏州街店),北京,海淀区,海淀南路13号楼亿方大厦一二层,,,39.976118,116.306865
,肯德基(右安门第二店),北京,西城区,万博苑7号楼一层F1-25号二层F2-27号,,,39.872048,116.364944
,肯德基(百度大厦 仅限百度同学),北京,海淀区,上地十街10号B1层,,,40.052532,116.300246
,肯德基(西直门店),北京,西城区,西直门南大街甲15-6(西直门人民医院),,,39.935775,116.35527
,肯德基(翠园西街店),北京,石景山区,翠园西街6号,,,39.903317,116.214708
,肯德基(朝阳北路DT店),北京,朝阳区,朝阳北路56号B1楼1层1006,,,39.92328,116.550917
,肯德基(儿童医院店),北京,西城区,龙港酒楼,,,39.913037,116.356248
,肯德基(亦庄龙湖店),北京,大兴区,博兴八路与兴海路交叉口龙湖北京亦庄天街B1层B1-40,,,39.752976,116.494682
,肯德基(闵庄路店),北京,海淀区,玉泉商业生活中心停车场,,,39.975995,116.251054
,肯德基(京通新城店),北京,朝阳区,管庄路与朝阳交汇处北京通苑30号楼一层南侧,,,39.912392,116.596365
,肯德基(上地二店),北京,海淀区,软件园二号路滴滴大厦B座底商,,,40.043965,116.289939
,肯德基(万商店),北京,石景山区,石景山路22号万商大厦一层圆弧西侧,,,39.906851,116.219202
,肯德基(康辛路店),北京,丰台区,怡海花园恒丰园7号楼六期B区一段一层A2号,,,39.836828,116.300995
,肯德基(龙岗路店),北京,海淀区,清缘西里11号楼,,,40.02965,116.351451
,肯德基(白纸坊店),北京,西城区,建功南里3号楼首层,,,39.877452,116.353529
,肯德基(朝阳新城店),北京,朝阳区,朝新嘉园东里六区一号楼1-3层126,,,39.951095,116.556284
,肯德基(程庄路店),北京,丰台区,大井桥南202号楼一层101号,,,39.865839,116.264181
,肯德基(花乡店),北京,丰台区,丰科路6号院北京丰台万达广场1层1055/2层2052,,,39.824421,116.298166
,肯德基(豆各庄店),北京,朝阳区,天达路2号院1层,,,39.862876,116.564352
,肯德基(广百中路KFC),北京,朝阳区,广百中路商业楼,,,39.898791,116.510051
,肯德基(望园北路KFC),北京,丰台区,望园北路9号院1号楼1层,,,39.868949,116.289357
,肯德基(八大处路店),北京,石景山区,苹果园南路6号,,,39.931722,116.200534
,肯德基(天通苑华联购物中心店),北京,昌平区,BHG华联天通苑购物中心一层,,,40.070399,116.415516
,肯德基(林萃路店),北京,海淀区,宝盛北里西区28号楼,,,40.036987,116.37028
,肯德基(积水潭店),北京,西城区,新街口北大街1号1号楼一层(积水潭地铁站G1口步行150米),,,39.947079,116.371324
,肯德基(通州北苑华联店),北京,通州区,杨庄北里14号楼一、二层东南侧,,,39.903571,116.636455
,肯德基(首开LONG街店),北京,昌平区,龙锦三街甲42号院1号楼一层1001,,,40.084318,116.372109
,肯德基(松榆里店),北京,朝阳区,松榆里28号楼松榆里商场一层北侧,,,39.875461,116.467877
,肯德基(霍营东路KFC),北京,昌平区,[],,,40.0789,116.376313
,肯德基(宋家庄店),北京,丰台区,宋家庄路26号院12好楼1层116、115-2,,,39.846336,116.428805
,肯德基(开阳路餐厅),北京,丰台区,开阳路8号京印国际中心一层101F1-11-B号,,,39.8679,116.375573
,肯德基(安贞桥东店),北京,朝阳区,胜古南里甲34号一层和二层(安贞桥地铁站B口步行390米),,,39.969419,116.411446
,肯德基(兴丰大街店),北京,大兴区,兴丰大街2段215号,,,39.744461,116.339181
,肯德基(旧桥路店),北京,大兴区,旧桥路1号院2号楼二层103,,,39.806464,116.454451
,肯德基(通州果园店),北京,通州区,通朝大街103号,,,39.893225,116.640625
,肯德基(丰台店),北京,丰台区,西四环南路,,,39.850684,116.284215
,肯德基(科创十一街店),北京,通州区,安定镇青礼路2031号1层,,,39.786608,116.563143
,肯德基(欢乐谷店)(暂停营业),北京,朝阳区,南磨房乡小武基北路北京欢乐谷内欢乐时光区一层,,,39.865819,116.496082
,肯德基(百度科技园店),北京,海淀区,西北旺东路10号院K2楼D1层B0105,,,40.043591,116.272955
,肯德基(望京西店),北京,朝阳区,望京西园四区B门左侧路边,,,39.997746,116.473974
,肯德基(巴沟店),北京,海淀区,巴沟路2号北京华联万柳购物中心一层,,,39.972313,116.295276
,肯德基(四季青桥店),北京,海淀区,西四环北路117号北京欧尚超市F1B1,,,39.9432,116.271404
,肯德基(新辰里学清路店),北京,海淀区,学清路甲8号圣熙8号购物中心1层,,,40.008578,116.354716
,肯德基(大兴店),北京,大兴区,黄村卫星城兴丰街15号星城商厦一层北侧,,,39.730911,116.338995
,肯德基(育知东路店),北京,昌平区,回龙观龙禧苑五区南侧北店时代广场万意百货一,,,40.079985,116.334165
,肯德基(北苑店),北京,朝阳区,北苑路42号卜蜂莲花1层东侧,,,40.033125,116.419669
,肯德基(红军营店),北京,朝阳区,来广营北京龙湖蓝海引擎产业园一层(L1-007),,,40.027377,116.43753
,肯德基(槐房西路店),北京,丰台区,西红门南一街206号院22号楼104-105,,,39.792445,116.370248
,肯德基(利泽西街店),北京,朝阳区,广顺北大街17号东湖欢乐颂东侧一层底商,,,40.010802,116.466833
,肯德基(亦庄上海沙龙店),北京,大兴区,天宝中路a104号,,,39.791562,116.498894
,肯德基(潘家园店),北京,朝阳区,潘家园东里甲30号楼,,,39.87661,116.455781
,肯德基(雍和宫店),北京,东城区,雍和宫西南角翻建商业A区1层,,,39.948757,116.416325
,肯德基(东直门来福士店),北京,东城区,市东直门内大街来福士B1层19号(东直门地铁站D西南口旁),,,39.94051,116.432493
,肯德基(新奥购物中心店),北京,朝阳区,湖景东路9号新奥购物中心B1层B1-52-01,,,40.001066,116.395601
,肯德基(华光商厦店),北京,海淀区,八里庄街道北洼路10号即阜成路61号,,,39.924316,116.302099
,肯德基(花家地店),北京,朝阳区,花家地区1号商业楼,,,39.985556,116.469177
,肯德基(景辉街KFC),北京,朝阳区,金和东路20号院幢至层B142 B 143B144B145号房屋,,,39.912225,116.467725
,肯德基(亦庄城乡店),北京,大兴区,经济技术开发区科创五街38号1层A1021号商,,,39.802358,116.532205
,肯德基(马泉营店),北京,朝阳区,广善路1号瑞平家园1号院,,,40.031433,116.487532
,肯德基(永泰庄店),北京,海淀区,永泰庄路甲1号(永泰庄地铁站A西北口步行130米),,,40.036998,116.354203
,肯德基(鲁谷店),北京,石景山区,石景山路乙18号万达广场东侧二层,,,39.906505,116.226258
,肯德基(莲芳桥店),北京,石景山区,鲁谷大街东侧永辉超市首层,,,39.894359,116.231782
,肯德基(万优汇店),北京,昌平区,东小口镇立汤路188号1层1B31,,,40.056978,116.415023
,肯德基(赛特奥莱店),北京,朝阳区,香江北路28号北京赛特奥莱F1层1-027,,,40.034352,116.506632
,肯德基(马连洼店),北京,海淀区,圆明园西路18号中发百旺商城F1层,,,40.02893,116.27629
,肯德基(张仪村路店),北京,丰台区,张仪村路18号院橡树澜湾西门底商,,,39.88029,116.23187
,肯德基(博兴七路店),北京,大兴区,北京经济技术开发区鹿海园四里9号楼106室,,,39.758823,116.502204
,肯德基(西站北广场二层),北京,丰台区,莲花池东路118号北京西站二层,,,39.894912,116.322033
,肯德基(石佛营店),北京,朝阳区,石佛营东里117号楼首层,,,39.93182,116.502293
,肯德基(双清店),北京,海淀区,双清路88号华源世纪商务楼一二层,,,39.99622,116.334326
,肯德基(单店西路二店),北京,朝阳区,东坝乡坝鑫家园17号楼一层101-1,,,39.968839,116.534284
,肯德基(东中街KFC餐厅),北京,东城区,工人体育场北路66号1层116号,,,39.932308,116.436792
,肯德基(白云路KFC),北京,西城区,白云路6号,,,39.901125,116.342575
,肯德基(新街口大街KFC餐厅),北京,西城区,新街口南大街26号一层及二层,,,39.939625,116.372875
,肯德基(土桥店),北京,通州区,砖厂南里41号楼1层106室,,,39.870944,116.69803
,肯德基(林奥店),北京,朝阳区,清林东路4号院地下一层061-062商铺,,,40.033461,116.407887
,肯德基(丰葆路店),北京,丰台区,花乡丰葆路158号,,,39.811739,116.290726
,肯德基(瀛海环宇坊店),北京,大兴区,瀛永街瀛海环宇坊(瀛海地铁站C西南口步行200米),,,39.758525,116.448825
,肯德基(大兴星光店),北京,大兴区,西红门镇广平大街星光视界中心1号楼3-103,,,39.772395,116.360009
,肯德基(北宫门店),北京,海淀区,颐和园北宫门三岔口33号大有商业办公楼B座一层,,,40.002836,116.277315
,肯德基(翠城永辉店),北京,朝阳区,垡头翠成馨园甲401号楼永辉超市一层加地下一层,,,39.856952,116.505442
,肯德基(北京朝阳站店),北京,朝阳区,朝阳站2层(朝阳站地铁站出入口步行450米),,,39.943539,116.50679
,肯德基(八角西街店),北京,石景山区,八角西街,,,39.908741,116.198669
,肯德基(甜水园街店),北京,朝阳区,甜水园北里16号楼地下一层房屋,,,39.9298,116.478663
,肯德基(新大兴宜家KFC),北京,大兴区,西红门镇欣宁街15号北京荟聚中心2层(02B48)号,,,39.789858,116.327621
,肯德基(北太平庄西店),北京,海淀区,北三环中路32号(北太平庄地铁站A口步行320米),,,39.967461,116.367901
,肯德基(樱花园东街店),北京,朝阳区,樱花园东街5号新化信1-2层,,,39.972892,116.424432
,肯德基(马家堡路DT 店),北京,丰台区,马家堡路204号院电建地产洺悦苑东区,,,39.833132,116.379397
,肯德基(景园南街KFC餐厅),北京,大兴区,经济开发区67F1地块景园南街6号院1号楼1层101-102,,,39.775258,116.522025
,肯德基(通怀路店),北京,通州区,宋庄本谷德玛特购物广场宋庄店,,,39.94374,116.729121
,肯德基(金台路KFC),北京,朝阳区,甜水园街公园五号22号楼底商,,,39.925711,116.477824
,肯德基(琨御府店),北京,海淀区,玲珑路9号院东区B1层B114商铺,,,39.933587,116.294002
,肯德基(罗奇营路店),北京,大兴区,罗奇营路26号等3幢D区1层105,,,39.700855,116.296751
,肯德基(三联店),北京,海淀区,温泉镇环山村路16号,,,40.034798,116.209379
,肯德基(姚家园路店),北京,朝阳区,姚家园路甲1号活力东方奥特莱斯购物广场1层,,,39.940524,116.522696
,肯德基(昌发展万科广场店),北京,昌平区,龙域中街1号院1号楼昌发展万科广场项目1层L1002/L1002-1号商铺,,,40.065591,116.315108
,肯德基(门头沟龙湖店),北京,门头沟区,新城东街17号院4号楼(上岸地铁站出入口步行50米),,,39.90455,116.122887
,肯德基(朱辛庄店),北京,昌平区,安居路7号院1号楼1层商业102,,,40.105159,116.315619
,肯德基(盛顺街店),北京,大兴区,安顺北路1号院12号楼1至2层124号商铺,,,39.707125,116.403778
,肯德基(五里坨店),北京,石景山区,石门路316号宏天商场F1层,,,39.955099,116.127979
,肯德基(张郭庄店),北京,丰台区,大灰厂东路8号院B座首联世纪生活广场F1-01,,,39.863688,116.1615
,肯德基(云岗二店),北京,丰台区,文西路云岗南区东里7号,,,39.810108,116.163705
,肯德基(镇国寺北街KFC),北京,丰台区,草桥欣园二区9号楼A座一层165号,,,39.846234,116.350818
,肯德基(大望路现代城店),北京,朝阳区,大望路SOHO现代城B座一层,,,39.907587,116.476264
,肯德基(国门大厦KFC),北京,朝阳区,静安东里12号院1号楼等4幢国门大厦B座1层B102-2,,,39.959,116.448681
,肯德基(通州梨园店),北京,通州区,云景东路1号贵友大厦B1+F1,,,39.884623,116.666775
,肯德基(西客站内店)(暂停营业),北京,丰台区,莲花桥东路118号北京西客站候车大厅内2层第4营业厅及2层夹层回廊,,,39.894309,116.321355
,肯德基(北京师范大学店),北京,海淀区,新街口外大街19号学五食堂,,,39.959192,116.363045
,肯德基(华贸天地店)(暂停营业),北京,朝阳区,清河营南街7号华贸天地1楼南侧(城铁北苑站附近),,,40.047293,116.432075
,肯德基(新中关村南大街KFC餐厅),北京,海淀区,中关村南大街28号院4号楼1层,,,39.951062,116.324525
,肯德基(龙旗购物中心店),北京,昌平区,黄平路19号回龙观龙旗购物中心一层,,,40.066502,116.347855
,肯德基(合景·悠方天地购物中心店),北京,通州区,合景·悠方天地购物中心(合景中心店),,,39.908229,116.679951
,肯德基(沙河万达广场店),北京,昌平区,乐业路10号北京沙河万达广场F1层,,,40.108025,116.31444
,肯德基(龙达路KFC),北京,大兴区,龙达大街1号院1层4单元,,,39.68194,116.39755
,肯德基(金泉广场购物中心店),北京,朝阳区,亚运村街道大屯里313号楼一层12室,,,40.00303,116.412198
,肯德基(东大街店),北京,丰台区,东大街29号嘉诚广场F1层,,,39.856934,116.293366
,肯德基(九棵树),北京,通州区,九棵树街118号瑞都国际南区,,,39.888055,116.654524
,肯德基(小天竺路KFC),北京,朝阳区,首都机场南路1号一层,,,40.048725,116.595195
,肯德基(稻田站),北京,房山区,稻田一路1号院1号楼的1-6号商业一层108,,,39.7959,116.220073
,肯德基(新建村店),北京,通州区,温榆河西路新建村20号,,,39.932356,116.642996
,肯德基(西局前街KFC),北京,丰台区,西三环南路甲27号居然之家丽泽店1层,,,39.87234,116.308602
,肯德基(运河湾店),北京,通州区,潞通大街191号1层01-02,,,39.906883,116.697972
,肯德基(高楼金店),北京,通州区,颐瑞东里163号楼1层101-2号,,,39.864612,116.681268
,肯德基(育知西路店),北京,昌平区,回龙观镇风雅园三区10号楼,,,40.078433,116.323038
